#,Unnamed: 1
"""Местное время в Варандее"";""T"";""Po"";""P"";""Pa"";""U"";""DD"";""Ff"";""ff10"";""ff3"";""N"";""WW"";""W1"";""W2"";""Tn"";""Tx"";""Cl"";""Nh"";""H"";""Cm"";""Ch"";""VV"";""Td"";""RRR"";""tR"";""E"";""Tg"";""E'"";""sss""",
"""18.04.2023 15:00"";""-10.7"";""775.3"";""776.0"";""-0.3"";""79"";""Ветер, дующий с юго-юго-запада"";""5"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-13.7"";"""";"""";"""";"""";"""";""""",
"""18.04.2023 12:00"";""-11.2"";""775.6"";""776.3"";""0.3"";""78"";""Ветер, дующий с юго-юго-запада"";""5"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-14.3"";"""";"""";"""";"""";"""";""""",
"""18.04.2023 09:00"";""-14.1"";""775.3"";""776.0"";""0.6"";""78"";""Ветер, дующий с юго-юго-запада"";""5"";"""";"""";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-17.1"";"""";"""";"""";"""";"""";""""",
"""18.04.2023 06:00"";""-19.7"";""774.7"";""775.3"";""0.8"";""81"";""Ветер, дующий с юго-юго-запада"";""3"";"""";"""";""20–30%."";"" "";"""";"""";""-21.5"";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-22.1"";""Осадков нет"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""54.0""",
"""18.04.2023 03:00"";""-21.1"";""773.9"";""774.6"";""0.4"";""83"";""Ветер, дующий с востоко-юго-востока"";""3"";"""";"""";""20–30%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-23.3"";"""";"""";"""";"""";"""";""""",
"""18.04.2023 00:00"";""-18.9"";""773.5"";""774.2"";""0.2"";""85"";""Ветер, дующий с востоко-юго-востока"";""3"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-20.8"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 21:00"";""-19.3"";""773.3"";""773.8"";""0.6"";""85"";""Ветер, дующий с востока"";""4"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-21.2"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 18:00"";""-14.3"";""772.7"";""773.4"";""0.7"";""86"";""Ветер, дующий с востока"";""3"";"""";"""";""10%  или менее, но не 0"";"" "";"""";"""";"""";""-10.6"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-16.2"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""17.04.2023 15:00"";""-10.9"";""772.0"";""772.6"";""1.2"";""84"";""Ветер, дующий с востока"";""4"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""20.0"";""-13.1"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 12:00"";""-11.3"";""770.8"";""771.5"";""0.9"";""82"";""Ветер, дующий с востока"";""5"";"""";"""";""Облаков нет."";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";""10.0"";""-13.8"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 09:00"";""-12.6"";""769.9"";""770.6"";""1.0"";""87"";""Ветер, дующий с востока"";""5"";"""";"""";""Облаков нет."";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";""-13.1"";"""";"""";"""";"""";"""";"""";""10.0"";""-14.4"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 06:00"";""-11.1"";""768.9"";""769.6"";""0.6"";""90"";""Ветер, дующий с востока"";""6"";"""";"""";""100%."";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-11.1"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""4.0"";""-12.4"";""1.0"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""54.0""",
"""17.04.2023 03:00"";""-9.0"";""768.3"";""769.0"";""0.2"";""93"";""Ветер, дующий с востока"";""6"";"""";"""";""90  или более, но не 100%"";""Слабый или умеренный поземок в целом низкий (ниже уровня глаз наблюдателя). "";""Снег и/или другие виды твердых осадков"";""Метель"";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""90  или более, но не 100%"";""300-600"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""10.0"";""-10.0"";"""";"""";"""";"""";"""";""""",
"""17.04.2023 00:00"";""-7.7"";""768.1"";""768.7"";""0.0"";""93"";""Ветер, дующий с востока"";""4"";"""";"""";""100%."";""Состояние неба в общем не изменилось. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""50-100"";"""";"""";""20.0"";""-8.6"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 21:00"";""-5.2"";""768.1"";""768.7"";""0.1"";""96"";""Ветер, дующий с востоко-юго-востока"";""4"";"""";"""";""100%."";""Снег непрерывный слабый в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""1500-2000"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""10.0"";""-5.8"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 18:00"";""-2.0"";""768.0"";""768.4"";""0.4"";""97"";""Ветер, дующий с востока"";""3"";"""";"""";""100%."";"" "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";""-0.8"";"""";""100%."";""100-200"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""4.0"";""-2.4"";""4.0"";""12"";"""";"""";"""";""""",
"""16.04.2023 15:00"";""-0.8"";""767.6"";""768.1"";""0.1"";""96"";""Ветер, дующий с западо-северо-запада"";""3"";"""";"""";""100%."";""Дымка. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""4.0"";""-1.3"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 12:00"";""-0.9"";""767.5"";""767.9"";""-0.3"";""97"";""Ветер, дующий с западо-северо-запада"";""6"";"""";"""";"""";"" "";"""";"""";"""";"""";"""";"""";"""";"""";"""";"""";""-1.3"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 09:00"";""-1.6"";""767.8"";""768.4"";""-0.7"";""96"";""Ветер, дующий с запада"";""4"";"""";"""";""100%."";""Снег непрерывный сильный в срок наблюдения. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""100%."";""600-1000"";""Высокослоистые непросвечивающие или слоисто-дождевые."";"""";""1.0"";""-2.1"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 06:00"";""-3.4"";""768.5"";""769.2"";""-0.8"";""95"";""Ветер, дующий с запада"";""4"";"""";"""";""100%."";""Снег неливневый. "";""Снег и/или другие виды твердых осадков"";""Облака покрывали более половины неба в течение всего соответствующего периода."";""-14.4"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""100-200"";"""";"""";""10.0"";""-4.1"";""Следы осадков"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""51.0""",
"""16.04.2023 03:00"";""-5.9"";""769.3"";""770.0"";""-0.9"";""91"";""Ветер, дующий с западо-юго-запада"";""4"";"""";"""";""90  или более, но не 100%"";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""90  или более, но не 100%"";""2000-2500"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-7.1"";"""";"""";"""";"""";"""";""""",
"""16.04.2023 00:00"";""-9.4"";""770.2"";""770.9"";""-1.1"";""92"";""Ветер, дующий с юго-запада"";""4"";"""";"""";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""40%."";""600-1000"";""Высококучевые просвечивающие, расположенные на одном уровне."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-10.5"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 21:00"";""-12.7"";""771.3"";""772.0"";""-0.1"";""91"";""Ветер, дующий с юго-запада"";""3"";"""";"""";""70 – 80%."";"" "";"""";"""";"""";"""";""Слоисто-кучевые, образовавшиеся не из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-13.9"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 18:00"";""-8.9"";""771.4"";""772.1"";""0.1"";""85"";""Ветер, дующий с севера"";""2"";"""";"""";""20–30%."";"" "";"""";"""";"""";""-6.1"";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевые башенкообразные или хлопьевидные."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-11.0"";""Осадков нет"";""12"";"""";"""";"""";""""",
"""15.04.2023 15:00"";""-6.6"";""771.3"";""772.0"";""1.1"";""78"";""Ветер, дующий с севера"";""5"";"""";"""";""40%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевые башенкообразные или хлопьевидные."";""Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу."";""20.0"";""-9.8"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 12:00"";""-6.7"";""770.2"";""770.9"";""1.3"";""83"";""Ветер, дующий с северо-северо-запада"";""5"";"""";"""";""60%."";"" "";"""";"""";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-9.1"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 09:00"";""-8.0"";""768.9"";""769.6"";""2.0"";""89"";""Ветер, дующий с севера"";""5"";"""";"""";""100%."";"" "";"""";"""";"""";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""100%."";""200-300"";"""";"""";""20.0"";""-9.5"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 06:00"";""-8.8"";""766.9"";""767.6"";""1.2"";""91"";""Ветер, дующий с севера"";""6"";"""";"""";""70 – 80%."";"" "";"""";"""";""-9.6"";"""";""Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды."";""70 – 80%."";""200-300"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-10.0"";""Следы осадков"";""12"";"""";"""";""Неровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью."";""51.0""",
"""15.04.2023 03:00"";""-8.0"";""765.7"";""766.3"";""1.2"";""85"";""Ветер, дующий с северо-северо-запада"";""5"";"""";""13"";""20–30%."";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода."";"""";"""";""Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет."";""Облаков нет."";""2500 или более, или облаков нет."";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°."";""20.0"";""-10.1"";"""";"""";"""";"""";"""";""""",
"""15.04.2023 00:00"";""-4.3"";""764.5"";""765.2"";""0.6"";""91"";""Ветер, дующий с северо-запада"";""6"";"""";""13"";""70 – 80%."";""Состояние неба в общем не изменилось. "";""Метель"";""Облака покрывали более половины неба в течение всего соответствующего периода."";"""";"""";""Слоисто-кучевые, образовавшиеся из кучевых."";""70 – 80%."";""600-1000"";""Высококучевых, высокослоистых или слоисто-дождевых облаков нет."";""Перистых, перисто-кучевых или перисто-слоистых нет."";""20.0"";""-5.6"";"""";"""";"""";"""";"""";""""",
